,x,y,class
0,0.44766091441380135,0.587324276788856,1.0
1,0.702997512101939,0.9078379817136855,1.0
2,0.5502589407182923,0.8536958914879208,1.0
3,0.6958276608626905,0.7857001438351995,1.0
4,0.47603808991839486,0.9643119034406753,1.0
5,0.36008086022489894,0.8740499173028311,1.0
6,0.8757637772098542,1.1156237900672386,1.0
7,0.5103747445017437,1.0431070606229735,1.0
8,0.4854950236340929,1.1796502193661362,1.0
9,0.676813222317429,0.7583771922480516,1.0
10,0.6030911980086093,0.9438270515900066,1.0
11,0.7788821216826802,1.1267521432081111,1.0
12,0.1271968981294409,1.3322342933249964,1.0
13,0.43317050770478566,1.3401266757653219,1.0
14,0.35719131644917446,1.3490586989595967,1.0
15,0.506568198575999,1.4434455044003438,1.0
16,0.3929918222150703,1.4978346894737058,1.0
17,-0.585135217094865,1.3024300208263135,1.0
18,0.18968380224285397,1.3675436123474414,1.0
19,0.40596609448931814,1.3506219816017089,1.0
20,0.13068664871630958,1.4474663165652593,1.0
21,0.02152753892691761,1.0758370872060554,1.0
22,0.028049545716209698,1.757885951676023,1.0
23,-0.0524141883083118,1.456512035227803,1.0
24,0.14737011452096357,1.3326360896004112,1.0
25,0.17233180527291145,1.6082737577250688,1.0
26,-0.2463979525639536,2.237070519291912,1.0
27,-0.5701572108591603,1.8114918449467843,1.0
28,-0.6007003309131473,1.6292734718164055,1.0
29,-0.30571307531517145,1.6303250612311273,1.0
30,0.05092079853285608,2.050814695524354,1.0
31,0.2195079459160852,1.5774033075879526,1.0
32,-0.106621309366902,1.867974961463887,1.0
33,-0.3102861942906805,1.867045769109454,1.0
34,-0.25920354453990063,2.17586573073476,1.0
35,-0.4685282563760017,1.7582532675321318,1.0
36,-0.24588575829505258,1.9349133421442992,1.0
37,-0.778850626735688,1.3502877262874928,1.0
38,-0.5993671542523534,1.8989576175853526,1.0
39,-0.5655920195589349,1.6070761471767872,1.0
40,-0.742041480086664,1.5520310499928955,1.0
41,-0.4526681886350297,1.8681850839056005,1.0
42,-0.8861633642032672,1.5700665490866519,1.0
43,-0.7880925372345601,1.7741197576202936,1.0
44,-0.8316032287750151,2.1671498764346944,1.0
45,-1.0909707940519793,1.940279742388205,1.0
46,-0.7893826303198606,1.8034446914974218,1.0
47,-0.5133652238175309,1.2297361521933365,1.0
48,-1.258656674334431,2.068989421847429,1.0
49,-1.2641693781465724,1.8591236128389697,1.0
50,-1.1147757261395017,1.690060020960332,1.0
51,-1.24732932571265,1.8513297739988184,1.0
52,-1.2215674369822753,1.9369838223282025,1.0
53,-1.4445057397016703,1.6035569761602244,1.0
54,-1.418299925544069,1.9812888567194038,1.0
55,-1.7578088938944418,1.38798262920437,1.0
56,-1.359787528041744,1.6779983287471956,1.0
57,-1.713910126065732,1.741293158422859,1.0
58,-1.8991134052508254,1.430160188628039,1.0
59,-1.592846409522137,1.365628273768889,1.0
60,-1.441824360263726,1.9125112752683808,1.0
61,-1.934945588060288,1.6854493202735532,1.0
62,-2.1249258496372265,1.7435578597235617,1.0
63,-1.90062765253785,1.2866428574687574,1.0
64,-2.0215711595089996,1.7555011958145579,1.0
65,-1.9620742889156015,1.353578102239699,1.0
66,-1.87818349487967,1.4187647942719523,1.0
67,-2.5134022663199875,1.4575247143650956,1.0
68,-2.1320591444097245,1.6623911906307192,1.0
69,-2.358391197947386,1.546312492908946,1.0
70,-2.331115277950145,1.5870038119958518,1.0
71,-2.821142930413832,1.2549758963613915,1.0
72,-2.193556655436338,1.0099934057949602,1.0
73,-2.218014923711465,0.9568371046263304,1.0
74,-2.599434062297051,1.2280411181875726,1.0
75,-3.08952067176976,1.1292333591071775,1.0
76,-2.040128682831316,1.0992040339456344,1.0
77,-2.670991732639069,0.9815222329953448,1.0
78,-2.676140976414437,0.9337389111377694,1.0
79,-2.709207534990939,0.364298893765998,1.0
80,-2.6923985579565337,0.727798237293352,1.0
81,-2.246360623428516,0.9485203844733924,1.0
82,-2.9161727627915273,0.6263572311895714,1.0
83,-2.5987446754242227,0.7736277020040612,1.0
84,-3.1344854272672875,0.6628201619810139,1.0
85,-3.0886454742374045,0.14325915695631553,1.0
86,-2.8036821609702995,0.8112258859232756,1.0
87,-3.1842898628669354,0.2109960715001459,1.0
88,-2.8134859655806403,0.5730986711328938,1.0
89,-3.272621486594619,0.5499512277213309,1.0
90,-3.1365669005593677,0.14068260807914584,1.0
91,-2.8774416991281884,0.021468174624463807,1.0
92,-3.180627084228357,-0.4215262282453891,1.0
93,-3.0940368169204917,-0.32775773837804084,1.0
94,-3.5526379579794205,-0.13261252322076778,1.0
95,-2.9775650721675424,-0.2078832683124151,1.0
96,-3.332690475991122,-0.3897255065241502,1.0
97,-3.3954863235746426,-0.11921502323020089,1.0
98,-3.2950657348877526,-0.6855869647209701,1.0
99,-3.389865071509914,-0.7085783955052698,1.0
100,-3.447988752987047,-0.5740483245767899,1.0
101,-3.1976939875319528,-0.3714345240146938,1.0
102,-3.336773789993348,-0.5007876794381538,1.0
103,-3.06442577910148,-1.165745912883889,1.0
104,-3.2633850067671015,-0.9994749894173935,1.0
105,-3.1476715522585605,-1.158338892597394,1.0
106,-3.5327854267569108,-0.9978929878463969,1.0
107,-3.2360569476596712,-0.8610043227597657,1.0
108,-3.2969854523591016,-1.345220002843959,1.0
109,-3.2569755854087448,-0.9764698570456165,1.0
110,-3.322518116155272,-1.212643569799982,1.0
111,-3.443142548829038,-1.499642035680893,1.0
112,-2.966356950977256,-1.6006102533663957,1.0
113,-3.11073623803219,-1.5463201669475046,1.0
114,-2.792641904618305,-1.9175610161902603,1.0
115,-3.0381618184247037,-1.8904933661858878,1.0
116,-3.136491875761844,-2.2709336835703535,1.0
117,-3.214881418261246,-2.2094093615725656,1.0
118,-3.2261405658402333,-1.8897693809043092,1.0
119,-3.148178088243338,-2.005632179565363,1.0
120,-3.2686499650462926,-2.1562494562167287,1.0
121,-2.816699599402415,-2.396651041894413,1.0
122,-2.8229273122350844,-2.6346608120778865,1.0
123,-3.122100138294571,-2.4285344233116306,1.0
124,-3.3527710586124,-2.4450233926883858,1.0
125,-2.908024102249647,-2.657224130030963,1.0
126,-2.8924837792327422,-2.8079337307271124,1.0
127,-2.4640043202997943,-2.983865112127152,1.0
128,-2.881184195652078,-2.2720903755460027,1.0
129,-2.554832571755866,-2.920740583701455,1.0
130,-2.6469920848839914,-2.686547229011351,1.0
131,-2.292165590958113,-3.041223250646826,1.0
132,-2.5198096248183846,-2.9847053988231234,1.0
133,-2.4101513690293186,-3.2315478969374984,1.0
134,-2.1985625815899303,-2.809378962921169,1.0
135,-2.1324373342757936,-3.3248987908851353,1.0
136,-2.3622857160050916,-3.817850640696592,1.0
