,x,y,class
0,2.9879019582868858,2.247020528144697,1
1,-0.2615582896352837,3.9860672890136684,1
2,3.7091667470128757,2.334669491426085,1
3,3.520317628556612,3.7326740909999936,1
4,3.560471524098226,4.76492941949616,1
5,2.9231270262482214,2.8235660549021384,1
6,3.0876980220029164,2.936302752275662,1
7,4.111554917090193,3.8768156295294007,1
8,2.5979316428179073,4.6497830080673,1
9,1.6410756438162823,4.28699283478925,1
10,2.682730313750742,3.3200153449967402,1
11,2.4070116545132016,5.271410532176781,1
12,3.0683826313869242,4.6081194388673,1
13,0.8077087607965849,4.714644619995341,1
14,2.755297282580898,3.109671492058958,1
15,3.4332998640620067,4.974483701080245,1
16,0.1786605825998644,2.151859599665489,1
17,3.413487227879383,2.0807935612233477,1
18,1.8234878300034423,3.3049961238533516,1
19,3.115130937955205,4.348880095488861,1
20,1.3494628807726032,4.362296306008235,1
21,1.9789037218580148,5.416228427561647,1
22,2.7204174508000514,4.12683945873686,1
23,1.2200055459825234,4.4214604779667335,1
24,1.4471046853901344,2.4323510734513016,1
25,2.541694563992523,4.609156612719506,1
26,3.7122078319357303,3.8108033013254525,1
27,2.03827997235168,3.602493037695538,1
28,1.1701610863301686,4.210118909206837,1
29,4.536061248290894,3.3656264150129482,1
30,1.2328269693067107,3.0944721690385166,1
31,1.8365477541508703,3.253163215093333,1
32,3.20373021273213,1.1578395094072373,1
33,2.6803727118173257,4.263601658368399,1
34,1.3581097525394568,3.0766662289435684,1
35,2.9971976151024746,4.302321850117675,1
36,2.943878241063071,5.098313088093868,1
37,2.5915437061252047,3.4738234231433935,1
38,2.5512600219629897,3.2695268025965905,1
39,2.2641021653416753,4.906080768936341,1
40,1.7276807711513515,6.432535800923615,1
41,3.3859579982518513,3.9632701547969402,1
42,-0.33129378886414873,4.871083640255708,1
43,2.3002741499100194,4.287932517812367,1
44,3.1939908521117175,5.929334047713063,1
45,2.3664275221985314,4.527492327787801,1
46,1.1604189755523482,3.965982370261962,1
47,1.4233860475692883,5.11608926760176,1
48,2.124088578770917,5.578182177062477,1
49,4.288431104985396,3.9247522557999743,1
50,1.3590280097321719,1.286665823563736,1
51,2.4110607915433717,5.623201415497542,1
52,1.4999639717249353,4.15999904221693,1
53,0.7314411563256735,5.007702358695711,1
54,2.633542773666199,2.1257173305724573,1
55,2.090632133128168,3.2130893080029264,1
56,1.7732159913144154,4.259269810876542,1
57,2.1738825854247836,4.099255855519672,1
58,1.1928964006996225,0.8303987063113571,1
59,2.3226995967859603,6.26211316139141,1
60,1.6128116658320688,3.4952540508066936,1
61,0.7410243414532478,4.913093050595231,1
62,3.0035366695749945,3.597548813719908,1
63,-0.46227201058656986,5.474298308700583,1
64,0.3414390927534505,2.978743346696761,1
65,2.0021144443368786,3.593096079966856,1
66,3.873950219946644,4.722447383176689,1
67,1.3908832888535967,4.01577728257015,1
68,3.3207577843672222,3.6223219897327192,1
69,2.560904754693943,4.503340604205396,1
70,0.6593797234557675,2.0067422067691707,1
71,3.237750757214861,3.130056470739959,1
72,0.9561082785771509,6.1016717938787295,1
73,2.6163004850215588,4.900968028205926,1
74,1.981243386894114,3.80037719003577,1
75,1.4914112754467932,3.0989322820283856,1
76,4.335307062062068,3.4426114523869566,1
77,2.725196900528598,2.59579948501482,1
78,1.3538750863395737,4.109275702931137,1
79,1.1286211634978642,3.594513261229003,1
80,1.3924145865792221,5.199921809511725,1
81,2.6533673243573115,5.306301120257109,1
82,2.0764267080393335,5.010321667208958,1
83,2.3797582111249977,3.72385193115896,1
84,1.9638670019852937,5.083853111379234,1
85,4.844428790938286,3.271060927391702,1
86,1.4364113072997753,3.3730525929697386,1
87,2.0320393022112575,4.4403461929886205,1
88,2.344250312160266,4.744318443433553,1
89,1.7364561869266195,3.6468637062955063,1
90,2.426906405226841,3.4219637586028666,1
91,1.2071462316159929,3.6809489204407786,1
92,3.1506257838063334,3.0691090654885858,1
93,1.9395611858251904,2.704524224549435,1
94,2.9694091183347355,2.9319537046678854,1
95,3.2158972736654277,4.6478023376716635,1
96,0.8883375390278276,4.158746380611729,1
97,1.3196610551029804,4.456821940104303,1
98,2.6877786569457642,5.574759622590268,1
99,3.869579805318417,2.8017718422429656,1
100,3.0200005688244564,4.323758576172667,1
101,1.760920375581272,3.804916094922886,1
102,0.5372316818861234,2.8985812546011793,1
103,2.128288600773586,3.907392295674989,1
104,3.832293644064383,3.9674253491408633,1
105,2.207369803958743,2.35005522629518,1
106,0.9078130976896033,2.781725067768525,1
107,2.8350215210917367,3.129016497033566,1
108,1.9463065215649866,4.593470807200718,1
109,1.3613275331498826,5.440233866492891,1
110,1.2182354738080474,5.842210762024138,1
111,1.5666823602545101,5.772724923648857,1
112,1.156089462836392,5.360465135086345,1
113,3.1966022176010123,4.0428267033159715,1
114,0.05518469829005257,4.06913996044141,1
115,-1.0569458393054045,4.327287415533949,1
116,2.8789731638892104,5.61440645220135,1
117,1.3989824933036896,2.8740220881210745,1
118,1.93365379633503,4.23972897320496,1
119,2.727318789883264,3.2158100379403973,1
120,2.6721724005568244,3.065755711047725,1
