x,y,class
1.9290107123193472,-0.560956176154516,1
3.107437068665104,-4.0095933640028445,1
2.2594809806786373,-5.504479309579719,1
-1.0113094946082006,-5.797391622548716,1
2.4363198514582893,4.890057129754937,1
-2.941523211937594,3.4463476917416247,1
1.5985030797135333,-2.244498239813721,1
4.826848497238824,1.570553799140162,1
3.8098635270951022,-1.2576111471866642,1
5.218517408614072,1.2036684991721458,1
-3.9059080036924887,-1.993101276645168,1
-1.9438600937334334,-2.284662246730741,1
-1.1010445259636477,-1.6729255089263713,1
1.9973547062705346,4.020806468866603,1
-1.50595354123472,2.551457050730109,1
-4.977028871929233,0.17354325517047192,1
2.776332992508454,-5.146037153687531,1
5.166350762809336,-2.9335130139843297,1
0.2822722704702306,-3.736626321557499,1
3.207162190858411,5.040641399279413,1
-0.5175436364261333,-2.2700206927181865,1
1.6099701310996413,-1.8702760922465644,1
-1.9857272175853258,5.151383908298731,1
0.7241674469677742,-5.919458856919021,1
2.112441108112218,4.566985059742899,1
-3.4577390246662545,1.5461426602177222,1
-3.8405661992902473,4.097783598844427,1
1.0601157465471436,2.959053903606998,1
2.0409942094158144,1.9153823541103812,1
1.5626223948351237,5.524843376290775,1
1.8595771271553994,-1.4549463155317603,1
4.269427616866754,0.7225821328508536,1
0.8372188436118435,3.333100380948578,1
-3.434193166172618,-3.9994809424245457,1
-2.6866288284768385,4.39220036403415,1
-0.6700411632519756,4.108986326101514,1
-5.407465055063662,-2.4515000660970037,1
-3.237006590880116,3.0524268042697162,1
1.518290498255394,5.206782720234717,1
3.445624153878451,3.5175970102748444,1
-0.7226578202469833,2.4315608409676113,1
-1.6415982088768155,5.728496246167077,1
-1.8121127631448697,0.8466878360086343,1
-0.4128499933777126,5.193846875206859,1
1.3709123056233452,-1.5180497620803577,1
2.1074348980569986,-5.481394018957244,1
1.9254269345272488,0.6023896236337721,1
-1.9304908579473856,5.435738169487621,1
-1.481434499718664,2.7967495769350945,1
2.5650482774147627,-4.213343087005688,1
-0.15594128814594319,-4.595527865556978,1
-1.6791284300400406,5.758974917484072,1
-4.484912425192642,3.3896548424916935,1
2.0083566442943326,0.8644007811287584,1
-1.4015291387831592,-2.114071853826471,1
-2.5314826273242725,0.7009224159936329,1
-0.306328328592971,-5.907932258219343,1
-0.7368175353483105,-3.94057128052037,1
